Order Number,Customer Name,Customer Id,Province,CITY,Zip Code,Product Type,Gateway,Net Sales,Sum of Total Tax,Sum of Total Price Usd
7319,Manya Sandey,1,New York,SYRACUSE,50207,Tennis Shoes,paypal,$855,85.513,940.643
1088,Antoinette Royans,1,New York,NEW YORK CITY,50239,Cycling Shoes,shopify_payments,$497,49.713,546.843
5800,Gilligan Tortoishell,1,California,SAN RAFAEL,50247,Running Shoes,paypal,$635,63.513,698.643
5681,Phyllys Allnutt,1,Arizona,TUCSON,50262,Running Shoes,amazon_payments,$537,53.713,590.843
4492,Kaitlin Streater,1,Pennsylvania,PHILADELPHIA,50292,Climbing Shoes,shopify_payments,$662,66.233,728.563
7384,Torey Hatterslay,1,Kentucky,LOUISVILLE,50298,Running Shoes,shopify_payments,$537,53.713,590.843
5275,Josh Sutworth,1,California,VAN NUYS,50301,Boots,shopify_payments,$658,65.833,724.163
4639,Petronille Darte,1,Alabama,MONTGOMERY,50305,Cycling Shoes,shopify_payments,$596,59.593,655.523
5479,Clara Grinnikov,1,Tennessee,KINGSPORT,50342,Running Shoes,shopify_payments,$518,51.753,569.283
453,Cyndia Yandell,1,Nebraska,OMAHA,50365,Cycling Shoes,gift_card,$517,51.713,568.843
3921,Elbert Urridge,1,Florida,CLEARWATER,50380,Tennis Shoes,shopify_payments,$497,49.713,546.843
6876,Giffy Kupis,1,Virginia,ARLINGTON,50399,Cycling Shoes,shopify_payments,$510,50.953,560.483
6211,Agnes Daly,1,Iowa,CEDAR RAPIDS,50450,Cycling Shoes,gift_card,$666,66.633,732.963
2113,Pierson Mathiasen,1,Ohio,WARREN,50457,Jackets,gift_card,$550,55.013,605.143
6972,Marc Netley,1,Louisiana,MONROE,50466,Climbing Shoes,shopify_payments,$578,57.833,636.163
3530,Fredric Zanazzi,1,Pennsylvania,ERIE,50472,Walking Shoes,shopify_payments,$555,55.513,610.643
5868,Heindrick Sail,1,Minnesota,MINNEAPOLIS,50476,Clogs,gift_card,$487,48.713,535.843
80,Barny Johanchon,1,Kansas,WICHITA,50479,Running Shoes,paypal,$517,51.713,568.843
5801,Sol Reisin,1,New York,NEW YORK CITY,50480,Walking Shoes,amazon_payments,$555,55.513,610.643
3017,Nikola Karel,1,Texas,LUBBOCK,50491,Running Shoes,paypal,$510,50.953,560.483
6122,Maxie Sharvill,1,California,FRESNO,50491,Running Shoes,gift_card,$625,62.513,687.643
5277,Katha Quittonden,1,Minnesota,SAINT PAUL,50533,Tennis Shoes,shopify_payments,$572,57.193,629.123
6431,Theodor Carpenter,1,Kentucky,LONDON,50559,Running Shoes,shopify_payments,$811,81.113,892.243
7002,Bobette Soame,1,Florida,SAINT AUGUSTINE,50564,Cycling Shoes,shopify_payments,$634,63.413,697.543
1219,Cash Budnik,1,California,ANAHEIM,50591,Walking Shoes,amazon_payments,$578,57.833,636.163
6609,Ash Wann,1,Tennessee,MEMPHIS,50597,Tennis Shoes,gift_card,$527,52.713,579.843
4351,Bjorn Critchard,1,Florida,TAMPA,50609,Climbing Shoes,shopify_payments,$518,51.753,569.283
3945,Yance Fereday,1,Alabama,MONTGOMERY,50629,Running Shoes,shopify_payments,$596,59.593,655.523
6240,Bron Gamet,1,Texas,HOUSTON,50639,Walking Shoes,paypal,$595,59.513,654.643
6389,Dennet Andreolli,1,Texas,DALLAS,50646,Running Shoes,gift_card,$527,52.713,579.843
1881,Idelle Desorts,1,Michigan,WARREN,50660,Boots,paypal,$562,56.233,618.563
487,Ibbie Agdahl,1,Colorado,LITTLETON,50663,Running Shoes,shopify_payments,$567,56.713,623.843
3908,Harper Riccione,1,California,SAN RAFAEL,50666,Running Shoes,gift_card,$502,50.153,551.683
4012,Karia O'Loughnan,1,Texas,DALLAS,50671,Climbing Shoes,shopify_payments,$486,48.553,534.083
5225,Lil Been,1,Florida,BRADENTON,50713,Tennis Shoes,shopify_payments,$625,62.513,687.643
3020,Joshuah Wickman,1,Ohio,DAYTON,50716,Tennis Shoes,shopify_payments,$518,51.753,569.283
33,Munmro Gascar,1,Texas,EL PASO,50733,Walking Shoes,amazon_payments,$537,53.713,590.843
1674,Kerrill Steinham,1,Washington,SEATTLE,50789,Running Shoes,shopify_payments,$527,52.713,579.843
2664,Lelah Rathe,1,Florida,TAMPA,50791,Tennis Shoes,gift_card,$504,50.413,554.543
4972,Berte Trebbett,1,Minnesota,MINNEAPOLIS,50801,Cycling Shoes,shopify_payments,$663,66.313,729.443
3911,Tim Hartfield,1,Ohio,DAYTON,50807,Tennis Shoes,shopify_payments,$518,51.753,569.283
3751,Crysta MacConchie,1,California,OCEANSIDE,50817,Climbing Shoes,shopify_payments,$537,53.713,590.843
4727,Jose Manterfield,1,North Carolina,RALEIGH,50834,Gift Card,gift_card,$489,48.913,538.043
3804,Morna Domotor,1,Indiana,EVANSVILLE,50843,Running Shoes,shopify_payments,$518,51.753,569.283
4074,Benoit Chattock,1,Nebraska,LINCOLN,50843,Cycling Shoes,shopify_payments,$527,52.713,579.843
2002,Concettina Ringe,1,New York,BROOKLYN,50849,Boy's,paypal,$474,47.413,521.543
972,Adlai Pleasaunce,1,Washington,TACOMA,50884,Cycling Shoes,shopify_payments,$690,68.953,758.483
6773,Hedvige Ludewig,1,California,RIVERSIDE,50890,Walking Shoes,shopify_payments,$957,95.713,1052.843
5355,Gwennie Parriss,1,Alabama,MOBILE,50893,Tennis Shoes,shopify_payments,$537,53.713,590.843
4606,Hermina Sliney,1,New Mexico,ALBUQUERQUE,50912,Climbing Shoes,amazon_payments,$497,49.713,546.843
1212,Elsbeth Paolillo,1,Tennessee,KNOXVILLE,50920,Sandals,shopify_payments,$593,59.313,652.443
5134,Eadith Agiolfinger,1,Alabama,ANNISTON,50935,Walking Shoes,shopify_payments,$588,58.793,646.723
5477,Tull Ewbanke,1,New York,ALBANY,50938,Tennis Shoes,gift_card,$518,51.753,569.283
4836,Brenda Gilroy,1,Illinois,EVANSTON,50957,Tennis Shoes,manual,$595,59.513,654.643
3595,Lucretia Frandsen,1,Kansas,SHAWNEE MISSION,50965,Climbing Shoes,gift_card,$557,55.713,612.843
5954,Syd Verillo,1,Alabama,MONTGOMERY,50987,Walking Shoes,shopify_payments,$870,87.013,957.143
7219,Regina Eidelman,1,Alabama,MONTGOMERY,51012,Running Shoes,shopify_payments,$654,65.413,719.543
1715,Katerina Greenhalf,1,Virginia,FREDERICKSBURG,51015,Walking Shoes,shopify_payments,$537,53.713,590.843
2963,Elton Danilovitch,1,New York,SCHENECTADY,51047,Climbing Shoes,shopify_payments,$537,53.713,590.843
5589,Rockie Kibbey,1,Tennessee,KNOXVILLE,51057,Walking Shoes,gift_card,$517,51.713,568.843
3938,Carlin Woolpert,1,Colorado,PUEBLO,51104,Tennis Shoes,shopify_payments,$518,51.753,569.283
4405,Deva Prestney,1,California,LOS ANGELES,51105,Running Shoes,shopify_payments,$527,52.713,579.843
5183,Carma Swadling,1,New York,ALBANY,51134,Tennis Shoes,shopify_payments,$497,49.713,546.843
3480,Claiborne Kubica,1,Virginia,RICHMOND,51145,Running Shoes,paypal,$586,58.633,644.963
4557,Dillon Rivaland,1,District of Columbia,WASHINGTON,51174,Running Shoes,gift_card,$527,52.713,579.843
665,Darrelle Curner,1,Indiana,INDIANAPOLIS,51180,Walking Shoes,amazon_payments,$517,51.713,568.843
1434,Janek Revening,1,West Virginia,CHARLESTON,51193,Running Shoes,shopify_payments,$625,62.513,687.643
2162,Donella Plewman,1,Arizona,PHOENIX,51199,Jackets,shopify_payments,$833,83.313,916.443
4669,Charmain Ivakin,1,Pennsylvania,ERIE,51210,Climbing Shoes,shopify_payments,$564,56.393,620.323
6263,Milly Jacquemy,1,Virginia,MERRIFIELD,51222,Tennis Shoes,paypal,$565,56.513,621.643
5223,Basil D'Acth,1,Ohio,DAYTON,51248,Tennis Shoes,paypal,$555,55.513,610.643
5010,Evanne Casale,1,Virginia,ROANOKE,51253,Climbing Shoes,shopify_payments,$527,52.713,579.843
4313,Osbert Wilkinson,1,California,LOS ANGELES,51291,Running Shoes,paypal,$650,65.033,715.363
5837,Reider Moscon,1,Texas,PASADENA,51306,Cycling Shoes,shopify_payments,$537,53.713,590.843
6537,Cointon Gosselin,1,Florida,ORLANDO,51316,Walking Shoes,shopify_payments,$1465,146.463,1611.093
1355,Jude Garriock,1,Pennsylvania,BETHLEHEM,51348,Tennis Shoes,manual,$497,49.713,546.843
4291,Erika Eliff,1,West Virginia,HUNTINGTON,51349,Running Shoes,paypal,$625,62.513,687.643
2505,Sigismundo Jorin,1,Missouri,SAINT LOUIS,51357,Cycling Shoes,shopify_payments,$650,65.033,715.363
4731,Ben Jossel,1,Indiana,LAFAYETTE,51363,Tennis Shoes,shopify_payments,$831,83.113,914.243
5031,Olivette Wisham,1,Connecticut,NEW HAVEN,51366,Walking Shoes,shopify_payments,$497,49.713,546.843
3687,Alden Parkman,1,Florida,BOCA RATON,51377,Tennis Shoes,shopify_payments,$510,50.953,560.483
594,Stanislas Bartke,1,District of Columbia,WASHINGTON,51397,Gift Card,shopify_payments,$639,63.913,703.043
7362,Cornie Halbard,1,California,SAN MATEO,51401,Running Shoes,shopify_payments,$537,53.713,590.843
7088,Brodie Kadd,1,Michigan,GRAND RAPIDS,51410,Running Shoes,paypal,$518,51.753,569.283
2971,Bron McGarvie,1,Louisiana,SHREVEPORT,51420,Sandals,paypal,$783,78.313,861.443
3935,Cort Turban,1,Michigan,GRAND RAPIDS,51451,Running Shoes,shopify_payments,$502,50.153,551.683
5893,Goran Saker,1,Ohio,DAYTON,51456,Running Shoes,gift_card,$532,53.193,585.123
1413,Hillier Bleier,1,Iowa,DES MOINES,51473,Walking Shoes,amazon_payments,$517,51.713,568.843
1848,Gilles Scrannage,1,Minnesota,MONTICELLO,51492,Running Shoes,paypal,$537,53.713,590.843
2418,Aldrich Fowden,1,Oregon,SALEM,51498,Climbing Shoes,amazon_payments,$518,51.753,569.283
4773,Brodie Shrawley,1,California,BURBANK,51505,Climbing Shoes,amazon_payments,$635,63.513,698.643
2910,Raoul Gavrieli,1,Connecticut,STAMFORD,51506,Running Shoes,shopify_payments,$537,53.713,590.843
141,Alfreda Castletine,1,California,SACRAMENTO,51511,Cycling Shoes,shopify_payments,$653,65.313,718.443
2599,Ollie Heintsch,1,Florida,MIAMI,51521,Walking Shoes,paypal,$497,49.713,546.843
5424,Krishnah Larenson,1,Virginia,RICHMOND,51527,Gift Card,shopify_payments,$639,63.913,703.043
596,Dag Hebson,1,Arizona,PHOENIX,51548,Flip-Flops,paypal,$605,60.513,665.643
4356,Ly Ungerer,1,District of Columbia,WASHINGTON,51553,Running Shoes,gift_card,$513,51.263,563.893
6220,Gisela Bumphrey,1,Ohio,YOUNGSTOWN,51553,Running Shoes,shopify_payments,$548,54.793,602.723
6643,Horatius Gawen,1,California,LOS ANGELES,51553,Cycling Shoes,shopify_payments,$486,48.553,534.083
3978,Almeda Speake,1,Florida,SAINT PETERSBURG,51564,Tennis Shoes,paypal,$518,51.753,569.283
1673,Blair Marde,1,North Carolina,WINSTON SALEM,51574,Running Shoes,shopify_payments,$604,60.393,664.323
3928,Vivi Barlace,1,Kentucky,LOUISVILLE,51584,Running Shoes,shopify_payments,$497,49.713,546.843
226,Kaylil Sive,1,Virginia,RICHMOND,51607,Tennis Shoes,shopify_payments,$502,50.153,551.683
1838,Elliott Brackenbury,1,Texas,CORPUS CHRISTI,51622,Running Shoes,shopify_payments,$580,57.993,637.923
3812,Irvin Sauter,1,Michigan,ANN ARBOR,51688,Cycling Shoes,shopify_payments,$1254,125.353,1378.883
1157,Melvyn Radden,1,Alabama,GADSDEN,51690,Running Shoes,shopify_payments,$674,67.433,741.763
5656,Koren Alelsandrowicz,1,Illinois,SPRINGFIELD,51697,Climbing Shoes,shopify_payments,$741,74.113,815.243
1795,Pattie Molohan,1,North Carolina,CHARLOTTE,51704,Flip-Flops,shopify_payments,$567,56.713,623.843
6008,Katha Folliott,1,Massachusetts,NEWTON,51726,Climbing Shoes,shopify_payments,$464,46.413,510.543
3939,Wilmar Willson,1,Texas,SAN ANTONIO,51727,Running Shoes,gift_card,$604,60.413,664.543
7291,Ursala De Caville,1,California,SANTA CLARA,51740,Climbing Shoes,shopify_payments,$537,53.713,590.843
2034,Annadiana Kneath,1,Colorado,LITTLETON,51746,Walking Shoes,shopify_payments,$518,51.753,569.283
6368,Ophelia Testro,1,Colorado,BOULDER,51780,Running Shoes,gift_card,$723,72.313,795.443
5623,Eyde Besantie,1,California,SANTA ROSA,51782,Tennis Shoes,gift_card,$527,52.713,579.843
4150,Petronia Galpin,1,Texas,PLANO,51800,Walking Shoes,paypal,$564,56.393,620.323
4042,Kiah Edler,1,South Carolina,SPARTANBURG,51838,Running Shoes,gift_card,$537,53.713,590.843
7023,Aggi Gotliffe,1,North Carolina,CHARLOTTE,51881,Climbing Shoes,shopify_payments,$518,51.753,569.283
3319,Dorella Poley,1,California,SAN JOSE,51894,Running Shoes,gift_card,$537,53.713,590.843
5038,Kiel Sibylla,1,Illinois,CHICAGO,51913,Tennis Shoes,shopify_payments,$537,53.713,590.843
5507,Laverna Cappel,1,Texas,MIDLAND,51921,Climbing Shoes,shopify_payments,$537,53.713,590.843
3734,Erskine Bogue,1,New York,NEW YORK CITY,51932,Tennis Shoes,paypal,$537,53.713,590.843
1647,Bennie Galiero,1,Minnesota,MAPLE PLAIN,51939,Tennis Shoes,shopify_payments,$635,63.513,698.643
510,Myles Fritter,1,New York,NEW YORK CITY,51950,Running Shoes,gift_card,$569,56.913,626.043
3629,Paige Ismead,1,Kansas,SHAWNEE MISSION,51960,Tennis Shoes,gift_card,$505,50.513,555.643
5267,Farris Rainger,1,District of Columbia,WASHINGTON,51967,Climbing Shoes,shopify_payments,$556,55.593,611.523
7249,Penn Gorse,1,California,ANAHEIM,51982,Cycling Shoes,shopify_payments,$518,51.753,569.283
4599,Nissie Dakhov,1,Louisiana,NEW ORLEANS,51989,Running Shoes,shopify_payments,$510,50.953,560.483
5743,Piotr Plumstead,1,Tennessee,NASHVILLE,52000,Running Shoes,shopify_payments,$537,53.713,590.843
2365,Alicia Fairchild,1,Idaho,BOISE,52006,Tennis Shoes,gift_card,$518,51.753,569.283
3062,Odille Petri,1,Illinois,SPRINGFIELD,52056,Cycling Shoes,shopify_payments,$497,49.713,546.843
6405,Jerald Root,1,Michigan,DETROIT,52058,Tennis Shoes,paypal,$518,51.753,569.283
7269,Jobie Preto,1,Florida,TAMPA,52093,Running Shoes,shopify_payments,$537,53.713,590.843
2220,Alphard Adenet,1,Nevada,RENO,52101,Walking Shoes,shopify_payments,$642,64.233,706.563
2813,Happy Lakes,1,Florida,CLEARWATER,52107,Cycling Shoes,shopify_payments,$702,70.213,772.343
45,Lula Giddins,1,Arizona,MESA,52111,Running Shoes,shopify_payments,$831,83.113,914.243
3014,Judas Feedham,1,New York,NEW YORK CITY,52112,Running Shoes,shopify_payments,$596,59.593,655.523
2528,Ham Affron,1,Missouri,SAINT LOUIS,52132,Tennis Shoes,gift_card,$513,51.263,563.893
5735,Tawnya Suller,1,District of Columbia,WASHINGTON,52143,Running Shoes,gift_card,$510,50.953,560.483
3298,Freedman MacDonough,1,Texas,EL PASO,52170,Running Shoes,paypal,$527,52.713,579.843
5806,Anna-diane Frosch,1,Tennessee,JOHNSON CITY,52170,Running Shoes,shopify_payments,$596,59.593,655.523
3486,Pattie Mowday,1,Florida,JACKSONVILLE,52178,Gift Card,shopify_payments,$539,53.913,593.043
4799,Beatrisa Pickton,1,Illinois,SPRINGFIELD,52188,Climbing Shoes,gift_card,$518,51.753,569.283
1290,Britni O' Kelleher,1,Florida,DAYTONA BEACH,52192,Walking Shoes,shopify_payments,$595,59.513,654.643
2033,Adelbert Arman,1,Arizona,PHOENIX,52196,Running Shoes,shopify_payments,$507,50.713,557.843
1825,Jeffy Medhurst,1,Florida,POMPANO BEACH,52206,Running Shoes,gift_card,$596,59.593,655.523
4441,Chuck Chree,1,Arkansas,LITTLE ROCK,52210,Cycling Shoes,shopify_payments,$537,53.713,590.843
1789,Ericha Guly,1,District of Columbia,WASHINGTON,52215,Sandals,amazon_payments,$900,89.963,989.593
2400,Evyn Frie,1,Utah,SALT LAKE CITY,52230,Tennis Shoes,shopify_payments,$635,63.513,698.643
6012,Dee Hartington,1,New Hampshire,PORTSMOUTH,52241,Climbing Shoes,shopify_payments,$540,53.993,593.923
6770,Laural Bleue,1,West Virginia,CHARLESTON,52246,Walking Shoes,gift_card,$518,51.753,569.283
5931,Jamaal Salling,1,Georgia,ATLANTA,52260,Running Shoes,gift_card,$502,50.153,551.683
3672,Amelia Calcut,1,Georgia,SAVANNAH,52285,Running Shoes,shopify_payments,$513,51.263,563.893
3843,Bobbe Verbeek,1,Missouri,SPRINGFIELD,52312,Tennis Shoes,shopify_payments,$510,50.953,560.483
4782,Marrissa Steabler,1,California,SANTA BARBARA,52325,Tennis Shoes,shopify_payments,$439,43.913,483.043
6727,Killian Daspar,1,New York,NEW YORK CITY,52338,Flip-Flops,shopify_payments,$806,80.553,886.083
6084,Shep Niland,1,South Carolina,MYRTLE BEACH,52365,Running Shoes,shopify_payments,$625,62.513,687.643
4362,Troy Harbertson,1,Georgia,ATLANTA,52391,Running Shoes,shopify_payments,$625,62.513,687.643
6629,Roddie Fidele,1,North Carolina,CHARLOTTE,52394,Climbing Shoes,shopify_payments,$555,55.513,610.643
796,Lesli Barles,1,Georgia,ALPHARETTA,52403,Running Shoes,paypal,$518,51.753,569.283
3074,Walther Martonfi,1,Michigan,LANSING,52425,Running Shoes,shopify_payments,$588,58.793,646.723
5442,Georgie Wittrington,1,New Mexico,SANTA FE,52434,Running Shoes,shopify_payments,$615,61.513,676.643
1924,Artair Sutter,1,Nevada,RENO,52445,Tennis Shoes,shopify_payments,$502,50.153,551.683
6719,Laure Hollyard,1,Tennessee,KNOXVILLE,52451,Running Shoes,paypal,$596,59.593,655.523
765,Rowena Dollen,1,Ohio,AKRON,52481,Running Shoes,gift_card,$596,59.593,655.523
4830,Raff Mailey,1,Ohio,COLUMBUS,52488,Cycling Shoes,shopify_payments,$507,50.713,557.843
1867,Lusa Lenahan,1,California,SAN DIEGO,52500,Running Shoes,shopify_payments,$674,67.433,741.763
7229,Jammal Kitt,1,Oklahoma,TULSA,52518,Running Shoes,shopify_payments,$537,53.713,590.843
3865,Theodore Spaxman,1,Louisiana,BATON ROUGE,52546,Walking Shoes,shopify_payments,$642,64.233,706.563
252,Ervin Neem,1,District of Columbia,WASHINGTON,52609,Walking Shoes,gift_card,$572,57.193,629.123
1986,Ferrell Corradi,1,Colorado,COLORADO SPRINGS,52610,Running Shoes,shopify_payments,$537,53.713,590.843
2715,Maura Hanratty,1,Maryland,BALTIMORE,52656,Tennis Shoes,paypal,$596,59.593,655.523
2816,Chrystal Jeffels,1,Texas,HOUSTON,52671,Sandals,paypal,$545,54.513,599.643
624,Jorge Allchorn,1,New York,SCHENECTADY,52681,Tennis Shoes,shopify_payments,$518,51.753,569.283
4719,Niko Wadforth,1,Arizona,MESA,52681,Gift Card,shopify_payments,$539,53.913,593.043
3439,Antonino Volleth,1,California,LOS ANGELES,52710,Tennis Shoes,shopify_payments,$580,57.993,637.923
838,Pollyanna Antognoni,1,Massachusetts,NEWTON,52721,Tennis Shoes,paypal,$565,56.513,621.643
3313,Cynthia MacInnes,1,Ohio,COLUMBUS,52734,Tennis Shoes,shopify_payments,$439,43.913,483.043
7080,Luisa Chappell,1,Virginia,FAIRFAX,52738,Tennis Shoes,paypal,$674,67.433,741.763
6930,Leonard Showers,1,Florida,TAMPA,52759,Tennis Shoes,shopify_payments,$507,50.713,557.843
3681,Nissa Zanicchi,1,California,WHITTIER,52793,Running Shoes,gift_card,$527,52.713,579.843
193,Tomasina Luker,1,New York,ROCHESTER,52795,Tennis Shoes,manual,$537,53.713,590.843
372,Carlie Burroughes,1,Washington,TACOMA,52807,Running Shoes,shopify_payments,$537,53.713,590.843
2752,Alonzo Comins,1,Alabama,HUNTSVILLE,52809,Tennis Shoes,paypal,$625,62.513,687.643
5219,Charlotta Cattlow,1,Texas,SAN ANTONIO,52816,Running Shoes,shopify_payments,$537,53.713,590.843
4814,Ermengarde Moen,1,North Carolina,GREENSBORO,52825,Running Shoes,shopify_payments,$497,49.713,546.843
816,Desmund Skaif,1,Texas,EL PASO,52828,Running Shoes,shopify_payments,$615,61.513,676.643
3436,Aldo Kubik,1,Nebraska,LINCOLN,52837,Running Shoes,shopify_payments,$518,51.753,569.283
1276,Trudi Tempest,1,Virginia,NORFOLK,52845,Tennis Shoes,paypal,$537,53.713,590.843
6924,Brandise McKay,1,California,GARDEN GROVE,52846,Cycling Shoes,paypal,$594,59.413,653.543
2159,Row Greenroa,1,North Carolina,CHARLOTTE,52856,Sandals,shopify_payments,$517,51.713,568.843
6071,Toddie Rustman,1,Colorado,LITTLETON,52863,Walking Shoes,shopify_payments,$565,56.513,621.643
6018,Ruby Matschuk,1,Oklahoma,TULSA,52865,Running Shoes,gift_card,$548,54.793,602.723
5753,Nell Birdis,1,Indiana,INDIANAPOLIS,52866,Tennis Shoes,manual,$518,51.753,569.283
4863,Franciskus Fealey,1,Missouri,SAINT LOUIS,52869,Climbing Shoes,shopify_payments,$537,53.713,590.843
1884,Guenna Fipp,1,North Carolina,GREENSBORO,52873,Walking Shoes,amazon_payments,$537,53.713,590.843
1657,Brynna Fisbburne,1,California,SAN JOSE,52890,Cycling Shoes,gift_card,$518,51.753,569.283
1969,Amaleta Trewhella,1,Florida,MIAMI,52933,Running Shoes,shopify_payments,$579,57.863,636.493
6776,Bride Shoebridge,1,Illinois,CHAMPAIGN,52946,Tennis Shoes,shopify_payments,$439,43.913,483.043
5631,Kristyn Shoreson,1,Texas,AUSTIN,52956,Running Shoes,shopify_payments,$513,51.263,563.893
4189,Neall Maskill,1,Minnesota,MINNEAPOLIS,52964,Running Shoes,gift_card,$537,53.713,590.843
430,Nina Coplestone,1,California,VISALIA,52975,Climbing Shoes,shopify_payments,$527,52.713,579.843
4006,Skelly MacBey,1,West Virginia,CHARLESTON,52984,Cycling Shoes,shopify_payments,$537,53.713,590.843
7201,Yolanda Waiton,1,Oklahoma,OKLAHOMA CITY,52990,Tennis Shoes,shopify_payments,$674,67.413,741.543
3058,Thorpe Hasard,1,North Carolina,CHARLOTTE,52991,Running Shoes,gift_card,$586,58.613,644.743
1229,Tabby Lamas,1,North Carolina,CHARLOTTE,52998,Cycling Shoes,shopify_payments,$502,50.153,551.683
5749,Briney Hylton,1,Ohio,DAYTON,53008,Climbing Shoes,shopify_payments,$635,63.513,698.643
1954,Nathanael Murr,1,Texas,DALLAS,53036,Gift Card,amazon_payments,$464,46.413,510.543
5684,Valery Plunkett,1,Indiana,SOUTH BEND,53036,Running Shoes,paypal,$517,51.713,568.843
3240,Goldie Pieche,1,Connecticut,WATERBURY,53077,Running Shoes,shopify_payments,$507,50.713,557.843
295,Albertine Liversidge,1,North Dakota,GRAND FORKS,53082,Running Shoes,shopify_payments,$510,50.953,560.483
5873,Jerald Oldman,1,Arizona,TUCSON,53084,Tennis Shoes,shopify_payments,$439,43.913,483.043
2367,Candi Hollington,1,Minnesota,MINNEAPOLIS,53086,Running Shoes,shopify_payments,$556,55.613,611.743
133,Bianca Grieg,1,New York,BUFFALO,53091,Walking Shoes,shopify_payments,$537,53.713,590.843
3968,Joycelin Muff,1,Illinois,PEORIA,53091,Running Shoes,paypal,$537,53.713,590.843
1615,Rozalin Witherbed,1,California,PASADENA,53133,Running Shoes,gift_card,$518,51.753,569.283
2233,Erhard Adamsson,1,Maryland,BALTIMORE,53142,Running Shoes,shopify_payments,$537,53.713,590.843
3194,Bernete Pakes,1,California,HAYWARD,53145,Running Shoes,shopify_payments,$497,49.713,546.843
3798,Valenka Richin,1,Mississippi,JACKSON,53168,Running Shoes,shopify_payments,$510,50.953,560.483
599,Karina Jonuzi,1,District of Columbia,WASHINGTON,53191,Running Shoes,shopify_payments,$595,59.513,654.643
2648,Eleonore Loveman,1,Louisiana,LAFAYETTE,53195,Running Shoes,shopify_payments,$518,51.753,569.283
3033,Sara Twallin,1,Colorado,COLORADO SPRINGS,53205,Tennis Shoes,shopify_payments,$527,52.713,579.843
3200,Flo McGerraghty,1,Pennsylvania,ERIE,53211,Running Shoes,paypal,$595,59.513,654.643
2383,Mile Fripps,1,Pennsylvania,HARRISBURG,53217,Running Shoes,paypal,$595,59.513,654.643
2900,Brion Leaming,1,South Carolina,COLUMBIA,53224,Tennis Shoes,shopify_payments,$537,53.713,590.843
5932,Preston Schoular,1,Florida,POMPANO BEACH,53227,Running Shoes,paypal,$565,56.513,621.643
3924,Mathian Durham,1,Tennessee,MEMPHIS,53240,Running Shoes,shopify_payments,$615,61.513,676.643
7429,Wernher McKeller,1,Missouri,SAINT LOUIS,53252,Running Shoes,shopify_payments,$556,55.593,611.523
2111,Theodora Fulger,1,Mississippi,JACKSON,53267,Tennis Shoes,shopify_payments,$502,50.153,551.683
5018,Skippy Meineck,1,Texas,DALLAS,53274,Tennis Shoes,shopify_payments,$497,49.713,546.843
2524,Tadeas Forson,1,Florida,MIAMI,53298,Walking Shoes,shopify_payments,$497,49.713,546.843
3617,Nickola Gethins,1,Texas,DALLAS,53309,Running Shoes,gift_card,$625,62.513,687.643
3868,Inez Togher,1,Texas,SAN ANTONIO,53311,Cycling Shoes,gift_card,$666,66.633,732.963
1577,Hazel Colum,1,Iowa,DES MOINES,53313,Climbing Shoes,shopify_payments,$518,51.753,569.283
847,Clair Evett,1,California,FRESNO,53321,Running Shoes,gift_card,$537,53.713,590.843
1138,Ninon Lilleycrop,1,Tennessee,JOHNSON CITY,53329,Running Shoes,shopify_payments,$518,51.753,569.283
677,Sonnie Ibbitt,1,Ohio,CANTON,53331,Cycling Shoes,shopify_payments,$497,49.713,546.843
4029,Mel Pitfield,1,Florida,SAINT AUGUSTINE,53361,Running Shoes,shopify_payments,$596,59.593,655.523
1599,Raimondo Dowty,1,Missouri,COLUMBIA,53366,Flip-Flops,gift_card,$534,53.353,586.883
2948,Ellary Gaskamp,1,Louisiana,SHREVEPORT,53375,Tennis Shoes,shopify_payments,$537,53.713,590.843
4063,Mose Aspenlon,1,New York,FLUSHING,53376,Running Shoes,shopify_payments,$518,51.753,569.283
5767,Wilbert Ciciari,1,Texas,HOUSTON,53380,Running Shoes,gift_card,$497,49.713,546.843
1937,Kirsti Saward,1,Ohio,CLEVELAND,53404,Walking Shoes,gift_card,$504,50.413,554.543
4005,Timothy O'Lyhane,1,Colorado,DENVER,53412,Climbing Shoes,shopify_payments,$518,51.753,569.283
367,Veronika Cosgry,1,Georgia,ATLANTA,53430,Climbing Shoes,shopify_payments,$537,53.713,590.843
5246,Rochelle Figg,1,Georgia,ATLANTA,53436,Running Shoes,shopify_payments,$585,58.513,643.643
4746,Cullan Hawkwood,1,Texas,COLLEGE STATION,53440,Running Shoes,gift_card,$502,50.153,551.683
7190,Cleve Drinkel,1,Ohio,YOUNGSTOWN,53473,Climbing Shoes,shopify_payments,$615,61.513,676.643
4521,Yance Heeps,1,Florida,WEST PALM BEACH,53480,Cycling Shoes,shopify_payments,$671,67.113,738.243
759,Gardy Whitmore,1,Ohio,TOLEDO,53488,Running Shoes,shopify_payments,$596,59.593,655.523
1394,Valaree Pittendreigh,1,Ohio,CLEVELAND,53520,Running Shoes,gift_card,$537,53.713,590.843
4180,Buffy Rehm,1,Delaware,WILMINGTON,53520,Climbing Shoes,shopify_payments,$497,49.713,546.843
4250,Gabriele Dunmore,1,Minnesota,DULUTH,53531,Running Shoes,shopify_payments,$494,49.353,542.883
1738,Petronia Spinelli,1,California,ESCONDIDO,53535,Walking Shoes,amazon_payments,$537,53.713,590.843
